MODULE	GENE
grey	KDELR3
yellow	IGLL3P
blue	ITGAM
brown	AKAP9
grey	GPD1L
grey	HOXB6
grey	CILP
turquoise	PTTG1
blue	CD37
grey	ROBO1
blue	GLIPR1
grey	NMNAT2
grey	KLK6
grey	GADD45B
grey	USP32P2
turquoise	TTK
grey	TASOR2
grey	RSAD2
grey	NR4A1
grey	LBP
grey	TRAM1
grey	PDE10A
grey	SCFD1
grey	ATP9A
grey	KCNK5
grey	HK2
grey	SORBS1
grey	RUFY3
grey	PBLD
grey	PPP2R3C
grey	NEDD4L
yellow	BMS1P20
yellow	IGLJ2
grey	ZFAND1
grey	MAP7
turquoise	CKS1B
grey	TPM2
brown	SRSF11
brown	SKIC3
turquoise	GMFB
brown	YTHDC2
grey	DAPK1
grey	PRKACB
grey	DLD
turquoise	SNRPD1
grey	ZIC1
grey	IPW
grey	ARHGAP12
grey	SH3BP5
grey	SRP54
grey	YME1L1
grey	LRIF1
grey	MFAP2
grey	KCNJ16
grey	CSRP2
grey	SLC25A37
grey	MAN2A1
grey	EMP2
grey	GFPT1
grey	UPK1B
grey	ACSL4
grey	CHST15
brown	NDUFA5
grey	RAB11A
turquoise	CCNB2
grey	ATP2A3
yellow	IGLC7
grey	CREBZF
grey	SHMT2
blue	LCP2
grey	ERO1A
grey	FZD1
grey	TPBG
grey	C1QBP
grey	DNAJC10
grey	MT2A
grey	KLF2
grey	PENK
blue	CORO1A
grey	CCDC169-SOHLH2
grey	SOHLH2
turquoise	SKP2
yellow	SPAG4
grey	MARCHF7
grey	LYPLA1
grey	LPAR1
grey	YWHAZ
brown	LUC7L3
grey	FZD7
grey	WWTR1
brown	GCC2
grey	RAB27A
grey	SLC3A1
grey	HEY1
grey	MEX3D
grey	ALDH2
grey	TMED2
grey	MFHAS1
brown	TOP1
grey	LDOC1
grey	ZNF750
grey	RPH3AL
grey	SNX7
grey	BTG2
turquoise	EIF4EBP1
turquoise	MCM6
grey	HMGN3
turquoise	SMS
turquoise	EZH2
grey	LINC02802
grey	LSP1P4
grey	LSP1P5
blue	TNFAIP3
grey	CDC42
blue	SERPING1
grey	TMEM100
grey	MSMO1
brown	COPA
turquoise	RTCA
grey	CEBPD
grey	TAF1D
grey	PGCKA1
grey	IVNS1ABP
blue	CHST6
blue	COTL1
grey	RBP1
grey	RDX
brown	STAG2
blue	MSR1
grey	DDX60
grey	GSPT2
grey	FAM149A
grey	FOXA2
grey	TJP2
grey	NR3C1
grey	N4BP2L2
grey	HSP90B1
grey	UBR5
grey	STK17A
grey	AQP5
grey	LRIG1
grey	COBL
brown	TMEM259
grey	MTMR11
grey	CAST
blue	TLR2
grey	GNA14
grey	LGALS1
grey	ARMCX2
grey	MID1
grey	TRIM68
blue	NKG7
grey	KRT14
grey	PIP5K1B
grey	SPON1
grey	CREB3L1
grey	STRN3
grey	IFNGR1
grey	SPDEF
blue	GIMAP6
blue	CD53
grey	RFK
grey	NXT2
grey	ZSCAN18
grey	TRAF5
grey	GP2
grey	AP5M1
grey	PLSCR1
blue	BTN3A3
brown	IBTK
grey	BTG3
grey	MAGED4
grey	MAGED4B
brown	SF1
grey	PER2
grey	SFRP1
grey	DSC2
grey	ZFP36L2
grey	TSPY1
grey	TSPY10
grey	TSPY2
grey	TSPY3
grey	TSPY4
grey	TSPY8
grey	GRB10
grey	SPON2
grey	BZW1
grey	PITX1
blue	GPR137B
grey	RAB31
grey	SCP2
grey	BHLHE40
grey	ADCY7
grey	RSL24D1
grey	FLNA
grey	ABHD2
grey	CHI3L2
grey	PIGA
grey	BGN
grey	CYP2C18
blue	LTB
grey	PTPRE
grey	CALML4
grey	MBD4
grey	VWF
grey	RGS16
blue	HCLS1
turquoise	DEK
blue	EPB41L3
grey	MDFIC
grey	NR4A3
grey	NFIL3
brown	NPIPB13
grey	KLK13
grey	ANKRD46
grey	TRIB2
grey	SS18
turquoise	KPNA2
turquoise	MSH6
grey	LAMP2
grey	FN1
grey	TUBB6
grey	LAMA4
grey	SH3BGRL
grey	HMGB3P1
grey	ZNF146
grey	PDLIM3
grey	HSPA13
grey	CNIH4
grey	PTPRN2
grey	PLSCR4
grey	EGLN3
grey	SMARCA5
grey	GNAI1
grey	CDCP1
grey	FUT2
grey	PPP1R3C
grey	PRKCZ
brown	BTAF1
grey	FOXF2
grey	BIK
brown	UBA3
grey	RANBP6
grey	ARHGAP5
grey	GTPBP4
grey	MIR22HG
blue	SERPINB9
grey	CD36
grey	FSTL1
grey	EPHA3
turquoise	PCNA
grey	EPB41L4B
grey	FXYD5
grey	EIF5
grey	CDC50A
grey	COX7A2
grey	SUB1
grey	ETV5
grey	GALNT1
grey	TMX4
grey	NAP1L1
grey	SRP72
grey	ALG13
grey	GALC
grey	APPAT
grey	LOC100506076
blue	CTSC
turquoise	PDCD10
grey	REEP5
grey	PKN2
grey	ZNHIT6
brown	XAF1
grey	ZNF204P
grey	CHPT1
grey	TSPAN3
grey	TSPAN6
grey	PDGFD
grey	ABCC2
grey	SLCO2A1
brown	ZDHHC17
grey	BOP1
grey	CAVIN2
grey	HMGCS2
grey	PCOLCE2
yellow	CD38
grey	DAAM1
grey	LGALS2
blue	CLEC7A
grey	PDK4
grey	ADAM10
grey	VAMP3
grey	H3C10
grey	PITPNC1
grey	ID2
grey	ETNPPL
grey	SEH1L
grey	MCCC1
grey	CD207
grey	SDC1
grey	SLC30A1
grey	GLRX
turquoise	USP1
grey	CELF2
grey	NRG1
grey	CDKN1C
grey	IKBKB
grey	KLF9
blue	APOBEC3G
grey	LRRC40
yellow	IGHV3-13
grey	COL4A2
grey	LIF
grey	NRXN3
turquoise	AOC3
grey	IL13RA2
grey	RFTN1
turquoise	CBX3
grey	CD58
grey	GC
grey	COL6A3
grey	UAP1
grey	MYBL1
grey	APP
grey	GALNT14
grey	ATP2C1
grey	CRIM1
grey	JMJD1C
grey	HTRA1
grey	NCOA2
grey	CHD1
grey	KANK1
turquoise	AGFG1
grey	PRUNE2
turquoise	DARS1
turquoise	UBE2V2
grey	LMO4
grey	ID3
grey	VEGFC
grey	ACKR1
grey	SEPTIN10
grey	TXN
grey	AVL9
turquoise	SCTR
grey	SLCO3A1
grey	SEL1L3
grey	ATF1
grey	PIP
grey	SVIL
grey	EIF2AK3
grey	RAD21
grey	DTX4
grey	TPM4
grey	ALDH3B1
brown	NFAT5
grey	FUBP1
grey	ZMYM2
grey	PTER
grey	PPP1R12A
turquoise	NDC80
grey	HSPB1
blue	PMP22
yellow	ST6GAL1
grey	ARMC1
grey	SLC35G2
grey	SSR1
grey	CAND1
grey	NUDT4
grey	NUDT4B
grey	NUDT4P2
grey	MYCN
grey	CST4
grey	TGFBR2
grey	FAM107A
grey	ADK
grey	CD59
grey	CKLF
grey	CKLF-CMTM1
grey	ZFPM2
grey	TKTL1
grey	DHX40
grey	ECI2
grey	CYBRD1
blue	LPAR6
grey	SYCP2
grey	ENO3
grey	SCARB2
turquoise	MCM2
grey	EXPH5
grey	COPS2
grey	CLK4
grey	TMEM123
grey	ARL14
blue	WIPF1
grey	OSBPL9
grey	GAS6
turquoise	RAD51AP1
grey	SCAF11
grey	EIF1AX
blue	RGS10
grey	PJA2
grey	RNF13
grey	DENND1B
grey	HSPH1
grey	AIMP1
grey	LYSET
blue	ABCA1
grey	GDE1
grey	ZNF292
grey	KHDRBS3
grey	DICER1
grey	IL1R1
grey	ANG
grey	RALGAPA1P1
grey	UFL1
grey	EFHC1
grey	SET
grey	MBP
grey	PPBP
grey	TOX
grey	TMX1
grey	EPHA2
blue	CD3D
grey	TBL1X
blue	TRAC
grey	HS2ST1
grey	DMXL1
grey	MT1H
grey	TVP23B
brown	USP33
grey	MAL
brown	ATP6V1G2-DDX39B
brown	DDX39B
grey	HERC6
grey	FUT9
grey	SDC4
grey	SCRN1
grey	PIK3R3
grey	GSDME
grey	MIA
grey	LHFPL6
grey	HES1
grey	USP9Y
grey	TNIK
grey	CHORDC1
brown	EIF4G1
grey	CD9
grey	APOB
blue	CD2
grey	FGFBP1
grey	SWAP70
grey	ACSM3
turquoise	FBLN5
grey	AMMECR1
grey	SMAD1
grey	CAPN9
grey	GAREM1
grey	VILL
grey	IL33
grey	ARHGAP8
grey	PRR5-ARHGAP8
grey	PICALM
grey	FMO3
grey	EDEM3
blue	CAPG
grey	POT1
grey	AMFR
grey	DEPP1
grey	EMILIN1
grey	INSIG2
grey	LBH
grey	OSBPL1A
grey	PDCD4
grey	SLC11A2
yellow	CYBA
grey	CHSY1
brown	NOTCH2NLA
grey	MAN1A1
grey	HSP90AA1
grey	MEIS2
turquoise	CAPN3
grey	RIPOR2
grey	FASTKD3
grey	CEL
turquoise	BUB1
grey	DDX3X
blue	C1R
grey	EIF3M
grey	LSM14A
grey	PAM
grey	SPAG16
grey	SQOR
grey	MAP4K5
grey	SUN1
grey	MEF2C
grey	PHYH
grey	SLC27A3
grey	KRAS
blue	TGFB1
grey	UPF3B
yellow	XBP1
grey	PTPRK
grey	TMED7
blue	RESF1
grey	BICC1
turquoise	HMMR
grey	CHD7
blue	ADA2
grey	CR2
grey	PLPPR1
grey	TRIB1
grey	RAB38
grey	RNFT2
blue	LCK
grey	MYO1D
turquoise	GOLT1B
brown	SON
grey	RYBP
grey	MANSC1
grey	EFR3A
grey	PRELP
grey	DAAM2
grey	PLCB4
grey	SEC62
grey	CHST1
grey	PPP3CA
grey	KRT16
grey	RAMP1
grey	TYMP
grey	MOSPD1
blue	FCGR1A
blue	FCGR1CP
turquoise	ATAD2
grey	BIRC2
grey	NXN
grey	RHBDL2
grey	SUCO
grey	TSPAN4
grey	RAPGEF5
blue	GLYR1
blue	SEPTIN6
blue	THEMIS2
grey	TP53
turquoise	CCNE2
grey	RAB1A
grey	PTGES
grey	ITPR3
blue	PYCARD
brown	SLTM
grey	RCAN1
grey	PYROXD1
grey	PPM1H
brown	TMEM63A
turquoise	RPL39L
grey	PHKB
grey	MREG
grey	SLC46A3
grey	ANKRD10
grey	WWP1
grey	FERMT2
grey	DNAJB9
grey	NCK1
grey	IGFBP4
grey	HTATSF1
grey	CCDC91
grey	PNMA1
grey	PDGFA
grey	GOLGA8B
brown	SREK1
grey	H2AC8
grey	ERLIN2
grey	H2BC6
brown	BCLAF1
brown	GOLGA4
grey	AASDHPPT
grey	SEC63
grey	ZNF12
grey	VTCN1
yellow	IGKV1-33
yellow	IGKV1D-33
yellow	IGKV2-29
yellow	IGKV3D-15
grey	UBE2J1
grey	MYO1B
grey	CCDC90B
turquoise	NCAPG
grey	ATP10B
blue	FUCA1
grey	CHRNA5
grey	TSNAX
grey	BEX3
grey	COL4A1
yellow	PIM2
grey	LTA4H
grey	ZNF217
red	GNAS
yellow	CD27
brown	BAZ2B
grey	COPS5
brown	TOP2B
grey	ARGLU1
grey	NR2C1
grey	CYP51A1
grey	LRRD1
grey	CEP170
grey	NECTIN3
yellow	SLC1A4
grey	CYP4F11
grey	PSIP1
grey	SAR1B
red	CTAG2
turquoise	KLHL7
grey	SS18L1
grey	FOSL2
blue	C5AR1
grey	MED21
grey	FOXG1
grey	SAP30
grey	RB1
grey	RHOF
grey	BMI1
grey	FADS2
grey	RECQL
grey	PRDX2
grey	CTSZ
blue	ACP5
grey	ATG12
grey	RBPJ
grey	TUFT1
grey	SLC24A3
turquoise	MRPS12
grey	IL13RA1
grey	EDN1
grey	MX2
grey	PMM1
blue	SELL
grey	ADORA2B
grey	KRT20
grey	ABCE1
grey	PTPRF
grey	FBXL5
grey	ID2B
blue	CTSL
grey	SCPEP1
grey	HMGCR
turquoise	TARS1
grey	BAALC
grey	SPRY2
grey	SHANK2
grey	TRIP6
grey	KRT8
grey	DLG1
grey	BMP6
grey	MYO5C
grey	ERGIC2
grey	PLD3
turquoise	FKBP3
grey	LGALS3BP
grey	MT1F
grey	FAM171A1
grey	CRISPLD2
grey	IDS
brown	MATR3
turquoise	RPAP3
grey	DDX18
blue	LAP3
grey	NIPSNAP2
turquoise	CCT6A
grey	RCBTB1
grey	CDK7
grey	PURA
grey	GLUL
grey	TAX1BP1
turquoise	TNXA
turquoise	TNXB
grey	AGTR1
grey	FGF9
brown	CEP350
grey	NEK7
grey	HIBCH
grey	ECHDC1
grey	ARAP2
grey	IQGAP2
turquoise	TMPO
grey	CUL5
grey	AHSA2P
grey	USP34
grey	TBC1D8
grey	METAP2
grey	CDH17
grey	TNFRSF10B
grey	XCL1
grey	XCL2
grey	NAE1
grey	NRN1
grey	CREBL2
grey	CLDND1
blue	TGM2
blue	HCP5
grey	PDLIM5
grey	PTK6
grey	TNFRSF12A
grey	HTATIP2
grey	NUAK1
grey	PCMTD2
grey	TNFAIP2
grey	HIP1
grey	ERBB2
grey	CANX
grey	MRTFB
grey	ATP2B4
grey	CD99
grey	RBM3
grey	H4C3
grey	CALU
grey	C2
grey	PSENEN
grey	EDRF1
grey	NUDT21
grey	NMI
grey	ATG3
grey	ODR4
turquoise	FANCI
brown	KIDINS220
grey	FOSL1
grey	PDZD8
grey	SPAG1
grey	GRK5
grey	BCAM
grey	NIPBL
grey	PTPRG
blue	CD8A
grey	DYNLT3
grey	CAMSAP2
grey	HOMER1
grey	MARCHF6
grey	HSPB8
grey	TP53I3
blue	RUNX3
grey	ZBTB10
grey	EPHA4
grey	LONP2
grey	SIAH1
grey	TKT
grey	TXNDC9
grey	UCP2
blue	RAC2
grey	MB
turquoise	EEF1E1
grey	TFB2M
grey	UBA6
grey	KLK8
grey	SOBP
grey	HBEGF
grey	MYO10
grey	ZNF117
turquoise	NR3C2
grey	HMGCS1
grey	CADPS2
grey	UBE2G1
blue	CST7
brown	ATRX
turquoise	GTF3C3
grey	EPYC
grey	LEF1
grey	YAP1
grey	MRS2
grey	PCDHA1
grey	PCDHA10
grey	PCDHA11
grey	PCDHA12
grey	PCDHA13
grey	PCDHA2
grey	PCDHA3
grey	PCDHA4
grey	PCDHA5
grey	PCDHA6
grey	PCDHA7
grey	PCDHA8
grey	PCDHA9
grey	PCDHAC1
grey	PCDHAC2
grey	GPM6B
grey	CASP4
grey	DDHD2
turquoise	KIF20A
blue	TRAJ17
blue	TRAV20
blue	TRDV2
grey	ACAP2
grey	DNM3
turquoise	UBA2
turquoise	HELLS
grey	ASF1A
turquoise	MRPL15
grey	EHBP1
brown	NKTR
grey	ITPR2
grey	PRSS3P2
grey	PKD2
grey	LYN
grey	HNRNPH2
grey	RPL36A-HNRNPH2
grey	UQCRC2
grey	PCOLCE
grey	SLC38A6
grey	HERC2P2
grey	HERC2P9
brown	RGPD5
brown	RGPD6
brown	RGPD8
grey	SPRED2
grey	SHC1
grey	PLPP1
grey	HGF
grey	OAS2
grey	OAS3
turquoise	NAA50
grey	FOXA1
grey	FHOD3
grey	SACM1L
grey	PANK3
grey	TST
grey	ZNF330
blue	FYN
grey	MSANTD2
grey	RABGGTB
grey	PHTF2
grey	VTN
grey	CCNG2
grey	UBXN4
grey	NT5DC2
grey	SUCLG2
turquoise	VRK1
blue	ITGA4
turquoise	CCNA2
grey	SIRAL2
grey	CAPRIN2
grey	S100A10
grey	S100A6
grey	PLA1A
grey	MBNL2
grey	MXRA8
grey	HPSE
turquoise	PPIF
grey	ATXN1
brown	FBXO11
grey	NTRK2
grey	TNFSF11
grey	COL16A1
grey	SLC27A2
grey	BDKRB2
grey	GOT1
grey	ATP2B1
grey	TRPC6
blue	CLEC4A
grey	LARP7
grey	RBBP8
turquoise	TOPBP1
grey	MTA1
grey	ACADM
blue	IRF8
blue	C3AR1
grey	ADGRG2
blue	ARHGDIB
grey	SLC2A1
grey	LTBP1
turquoise	TPRKB
grey	PPP2R1B
grey	TALDO1
grey	NBN
grey	UGP2
grey	KCNJ2
grey	ATP10D
grey	SLC25A32
blue	DOCK2
grey	KCNK3
blue	PRF1
turquoise	CMAS
grey	CLIC4
brown	SENP6
grey	H2BC7
grey	HSPA4
grey	SEMA3B
grey	ABI1
blue	IL10RA
grey	DPM1
grey	SMAD4
blue	MCUB
grey	BMP4
grey	PRKAR1A
brown	LTN1
brown	RBM26
grey	PPARGC1A
grey	MRPS28
blue	CLEC5A
grey	ARPP19
brown	RBM25
grey	APLP2
brown	WASL
grey	PPP2R5E
grey	ARNT2
grey	SERPINI1
turquoise	NUP107
grey	NID2
grey	TACC1
grey	RAP2C
grey	MXRA7
grey	CDC25B
grey	PRDX4
grey	TM9SF3
grey	PID1
grey	FXR1
grey	PHF3
grey	TGFB1I1
grey	EML4
grey	PRKD3
grey	CCL14
grey	CCL15-CCL14
grey	RNASET2
grey	ATP13A3
grey	HOXB2
turquoise	DBF4
turquoise	TCF21
grey	OSBPL10
brown	ZNF638
grey	ACTG2
grey	GAS2
grey	EOGT
grey	TMEM168
red	MAGEA10
turquoise	ACP1
grey	FBXO2
grey	REV1
grey	MAP3K7
grey	CREG1
grey	ITGB3BP
brown	EXOC1
turquoise	LRPPRC
blue	CCR7
grey	SAMD4A
turquoise	LMNB1
grey	SMARCA2
grey	ISOC1
turquoise	SSBP1
grey	HIRA
grey	NBL1
grey	ANKMY2
grey	ATP6V0E2
grey	MYH10
brown	PIKFYVE
grey	SNTB1
grey	PLP2
grey	AMACR
grey	C1QTNF3-AMACR
grey	IMPA1
grey	CDKN1B
grey	GUSBP14
grey	GUSBP3
grey	KAZN
grey	AHNAK
grey	CHKB-CPT1B
grey	CPT1B
grey	SLC30A5
grey	IPO7
grey	SEL1L
grey	INTS13
grey	SLC33A1
grey	PCSK5
grey	MAP4K4
grey	AOPEP
grey	CLMN
grey	POLR2K
grey	ATMIN
grey	PRPF39
grey	FZD2
grey	KRR1
grey	KLF6
turquoise	NRAS
grey	TGFBR3
blue	UBE2L6
grey	ANK2
brown	RNF19A
grey	HMOX1
turquoise	ACTR6
grey	SLC67A1
grey	SSPN
grey	LZTFL1
grey	EAPP
grey	TMEM267
grey	ATP6V1C1
grey	ACAT1
brown	PRRC2C
grey	ALDH3B2
grey	SELENOT
turquoise	CDC6
grey	CSGALNACT2
grey	LYPD3
grey	HNRNPD
turquoise	GPSM2
grey	NUDT3
grey	RPS21
grey	GNL3
blue	VIM
brown	PCBP2
grey	FBXO38
grey	FABP3
grey	MICAL2
grey	PMS1
grey	PPP1R2
grey	OXR1
blue	CTSB
grey	CLCN3
grey	PSMA4
grey	VAMP7
grey	GNAI3
grey	ZNF302
grey	PPP2R5C
grey	IGFBP1
grey	STOM
grey	GNPTAB
grey	KCTD3
brown	DHX9
grey	ZNF267
grey	ZMYND8
grey	BCL3
grey	MICOS10-NBL1
grey	PHACTR2
grey	TRIM24
grey	FBXO28
grey	SLC1A7
grey	MPHOSPH8
grey	CNOT8
grey	TLK1
grey	PCSK6
grey	ADARB1
turquoise	DONSON
grey	DEFA5
grey	FRMD4B
grey	TSPAN13
grey	PER3
grey	ARFGEF1
grey	ISL1
grey	NUP98
grey	FKBP5
grey	SEC24D
grey	ARFGEF2
grey	TBC1D9
grey	SCML1
grey	FABP7
grey	UGT2B15
grey	TXLNGY
grey	RCN2
grey	PKP2
grey	RTEL1-TNFRSF6B
grey	TNFRSF6B
grey	FBXO3
yellow	IGKV1D-8
grey	BANK1
grey	SPRR1A
grey	TUBA4A
grey	FABP6
grey	RHOBTB2
grey	MID1IP1
grey	PPARG
grey	ITIH2
turquoise	NUP155
turquoise	H2AX
grey	GGCX
blue	CSF1R
grey	PTPN12
grey	RCN3
grey	FAM184A
grey	MORC4
grey	AHR
grey	SSR3
grey	DLG5
grey	VBP1
grey	RRP15
grey	SPATS2L
grey	KDM3A
turquoise	PAWR
turquoise	GAPDH
turquoise	RALA
grey	KRT18
grey	VDR
grey	H2AZ2
grey	F12
turquoise	OIP5
blue	CD86
grey	TCFL5
grey	COX11
blue	PSMB8
grey	SLC7A1
grey	IRF7
grey	DR1
grey	FBXW2
grey	TBC1D4
grey	ZBTB38
grey	BDH2
blue	NCF4
grey	SPINT1
grey	RRAS2
brown	SLC25A36
grey	AADAC
grey	HHEX
turquoise	AKAP13
grey	PHGDH
grey	TARDBP
grey	B4GALT4
grey	SULT1A1
grey	KMT5B
grey	SLC20A1
grey	CRABP1
grey	CAMTA1
grey	CTNNAL1
grey	CLDN4
grey	CCND3
grey	ZNF331
grey	SMAGP
grey	CLGN
grey	MACF1
grey	KIF1A
grey	ELP5
grey	UPF3A
grey	ZNF652
grey	SIX1
grey	SYPL1
turquoise	DNM1L
grey	AKR7A3
grey	OSBPL3
grey	FRYL
grey	GPRC5C
grey	BCL2
grey	THBS4
grey	KRT13
grey	ZBTB11
grey	RBM34
grey	ADI1
grey	GALNT2
turquoise	KIF2C
brown	USP16
blue	SIRPA
grey	MCAM
grey	LAMTOR3
blue	PLEK
grey	SOWAHC
grey	CDH5
grey	RPRD1A
grey	TCF7L2
grey	GMCL1
grey	GMCL2
turquoise	PUS7
turquoise	NCAPG2
brown	PDS5A
grey	CATSPERB
grey	MT1HL1
grey	ST6GALNAC4
grey	BLVRA
grey	PREPL
grey	CDK2AP2
turquoise	MCM5
grey	GABARAPL1
grey	GABARAPL3
grey	CALML3
grey	H3-3B
grey	ESRP1
grey	ANKRD27
grey	NNT
brown	PIK3R1
grey	LAMP1
grey	FUT8
grey	MT1G
grey	TMED5
grey	PLEKHF2
grey	TAF7
blue	FCMR
grey	TRPM4
grey	ZNF131
grey	DIO1
grey	TAF2
grey	ARHGDIA
grey	PRPF40A
grey	KDM6A
grey	TSPAN31
grey	PSMA3
blue	GPR183
grey	ATP6V0A4
grey	PKIA
blue	N4BP2L1
grey	EIF2AK2
turquoise	LSM5
grey	ST13
blue	ITK
grey	MAN1C1
grey	CCDC68
grey	ALPK3
grey	NMD3
blue	GMFG
grey	IQCJ-SCHIP1
grey	SCHIP1
grey	PRPF3
grey	MAGI2
grey	TMEM14A
grey	GPX7
grey	ENAH
grey	KCTD9
grey	ALDOC
grey	TRAK2
turquoise	NDC1
grey	COL18A1
grey	CALR
grey	CALM1
grey	CALM2
grey	HEG1
grey	DNAJA1
grey	SLC25A46
grey	SEC14L1
grey	BCAS2
grey	PPP1CB
grey	EPHB2
grey	ENTPD3
grey	ACOT7
grey	UBE2E3
grey	ADGRL2
grey	FAM47E-STBD1
grey	STBD1
grey	LRRC17
grey	WASF3
grey	MAP2
brown	HNRNPH3
grey	PITX2
grey	SLC35A5
grey	KIAA0232
grey	CCNL1
turquoise	PPAT
turquoise	CDC7
grey	JUNB
grey	MMP28
grey	PTBP2
grey	ROCK2
grey	SEMA3A
grey	CCDC47
grey	SPINK2
grey	WASHC4
grey	TOGARAM1
grey	SLC52A2
grey	C1QTNF3
grey	GCA
grey	NMRK1
grey	ERAP1
grey	AZIN1
grey	QSOX1
grey	RPS6KA3
grey	SPRR3
blue	PRKCB
grey	SYNGR3
grey	RNF19B
grey	MEIS3P1
grey	TMEM87A
grey	DENR
turquoise	PSMD14
grey	ZBTB1
grey	YTHDF3
grey	GJB1
grey	MOAP1
grey	CLDN5
grey	LRP5
grey	ETFA
grey	ICE1
grey	SMAD2
turquoise	RANBP1
grey	VWA5A
grey	NRCAM
grey	PIK3CA
grey	SLC6A10P
grey	SLC6A10PB
grey	ANGPTL2
brown	GOLGA8N
grey	OGA
grey	CCZ1
grey	CCZ1B
grey	SMARCA4
blue	FPR3
grey	IDH2
grey	SOAT1
grey	RPL38
turquoise	NME1
grey	CAB39
blue	IFI30
grey	GSDMB
grey	SLC12A2
grey	ACOT13
grey	LYST
grey	MAPK9
turquoise	KIF2A
grey	BTBD1
grey	THOC2
grey	BRDT
blue	HLA-E
grey	HNRNPH1
turquoise	HDAC2
grey	MICB
grey	ZBED5
grey	ICAM2
yellow	PECAM1
grey	TOMM20
grey	GNG12
brown	TPR
grey	LSR
grey	MTREX
grey	IARS2
grey	CD200
grey	CASP8AP2
grey	DPY19L4
grey	GGCT
grey	OSTM1
grey	TMEM14B
grey	IFI35
turquoise	HPRT1
grey	AGMAT
turquoise	METTL5
grey	NPDC1
grey	FNTA
grey	RAN
turquoise	HSPE1
grey	KLHL2
grey	GREB1
grey	COG5
grey	SYNCRIP
grey	HERC5
grey	CASD1
brown	TNPO1
grey	IDH1
grey	GALNT11
grey	ANGEL2
turquoise	ACTL6A
grey	NOS3
grey	RAB2A
brown	DIPK1A
grey	MAST4
grey	GBE1
grey	SERBP1
grey	PEX6
grey	CAPN2
grey	BCAS1
grey	JAG2
brown	PSME4
grey	ARL6IP5
grey	SOX11
turquoise	PAK2
grey	COL17A1
grey	ADGRA3
grey	KCNQ1
grey	PIK3CB
grey	CLINT1
grey	TM4SF5
grey	AMD1
grey	GPHRA
grey	GPHRB
turquoise	UCHL3
grey	STIP1
brown	HNRNPDL
grey	P4HA1
brown	SF3B1
grey	FNDC3A
grey	PSMD10
grey	SRPK2
brown	ROCK1
grey	RNF43
grey	RIGI
grey	WAPL
grey	DPM3
grey	GSE1
grey	DHRS7
grey	MTCL1
grey	PDZRN3
turquoise	MRPS17
turquoise	ELOC
turquoise	SAC3D1
grey	SACS
turquoise	SSB
grey	NAA16
grey	SEC24A
grey	SCCPDH
grey	COX17
grey	ST6GALNAC5
grey	ZZZ3
blue	SLC1A3
grey	C3orf52
grey	RCOR1
grey	CHD9
grey	RANBP9
turquoise	TUBG1
grey	CTR9
grey	SRPRA
turquoise	RFC5
grey	SELENOF
grey	FAH
grey	DCTN6
turquoise	RRM1
grey	MMUT
grey	NAA15
grey	IL1RL1
brown	ANKRD12
grey	POMZP3
grey	ZP3
grey	VLDLR
grey	BEAN1
grey	ZNF451
brown	MLEC
grey	FAM162A
grey	WEE1
grey	PLVAP
grey	SP3
grey	AKAP11
turquoise	NUP37
grey	TCF7L1
blue	PSMB10
turquoise	MCM7
grey	PTGER2
grey	TM4SF20
grey	NREP
grey	ARHGAP44
turquoise	MRPL42
grey	ENTPD4
brown	PPIG
grey	CHST11
grey	POR
grey	ITPRID2
grey	TUBA1A
grey	REL
grey	WIPI1
grey	CDK4
grey	NAT1
grey	PPFIBP2
grey	MYCL
grey	ECHDC3
grey	PTK2
grey	ADAMTS5
grey	P4HA2
grey	HPCAL1
grey	SPRY1
grey	FTH1
grey	BOLA2
grey	BOLA2-SMG1P6
grey	SMG1P2
grey	SMG1P5
grey	NDN
grey	LILRA2
grey	TRIM14
grey	BBX
grey	RGS4
grey	PER1
brown	DMTF1
blue	TNFSF12-TNFSF13
blue	TNFSF13
