MODULE	GENE
turquoise	CYP4B1
turquoise	CYP2B6
turquoise	CYP2B7P
turquoise	C1orf116
turquoise	SFTPD
turquoise	ADH1B
turquoise	FOLR1
turquoise	FMO5
turquoise	IGF2BP3
turquoise	ADGRF5
turquoise	CACNA2D2
turquoise	PLOD2
turquoise	CLU
turquoise	NDNF
turquoise	RNASE1
turquoise	HSD17B6
turquoise	SELENBP1
turquoise	TOP2A
turquoise	RRM2
turquoise	SLC34A2
turquoise	C7
turquoise	TMPRSS2
turquoise	ASPM
turquoise	MGP
turquoise	ECT2
turquoise	GGH
turquoise	CDC20
turquoise	CRYM
turquoise	CTSH
turquoise	CCNB1
turquoise	PRC1
turquoise	FHL1
turquoise	PBK
turquoise	UBE2C
turquoise	CENPU
turquoise	CEP55
turquoise	MAD2L1
turquoise	PARM1
turquoise	PCLAF
turquoise	HAT1
turquoise	SLC7A5
turquoise	AURKA
turquoise	TYMS
turquoise	NUSAP1
turquoise	ZWINT
turquoise	CDKN3
turquoise	APOBEC3B
turquoise	CDK1
turquoise	CKS2
turquoise	CHRDL1
turquoise	BUB1B
turquoise	PIGR
turquoise	MTHFD2
turquoise	DLGAP5
turquoise	UCK2
turquoise	NEK2
turquoise	UBE2S
turquoise	GINS1
turquoise	HLTF
turquoise	TPX2
turquoise	HMGB2
turquoise	MELK
turquoise	FMO2
turquoise	RFC4
turquoise	MFAP4
turquoise	ANP32E
turquoise	RACGAP1
turquoise	U2SURP
turquoise	BIRC5
turquoise	PAICS
turquoise	CENPA
turquoise	TRIP13
turquoise	ZC3H15
turquoise	CENPF
turquoise	ELN
turquoise	XPOT
turquoise	GMNN
turquoise	ABCA8
turquoise	CLEC3B
turquoise	EXOSC7
turquoise	CSE1L
turquoise	MYH11
turquoise	PRKDC
turquoise	HMGA1
turquoise	FADS1
turquoise	FOXM1
turquoise	JPT1
turquoise	DTL
turquoise	CTSV
turquoise	LTBP2
turquoise	PLLP
turquoise	MRPL13
turquoise	SMC3
turquoise	HSPD1
turquoise	HSPE1-MOB4
turquoise	MOB4
turquoise	MSH2
turquoise	MCM4
turquoise	KIF11
turquoise	HILPDA
turquoise	KIF4A
turquoise	A2M
turquoise	TNS1
turquoise	PLXNA2
turquoise	SMC2
turquoise	CX3CR1
turquoise	PFDN4
turquoise	MFN1
turquoise	MEST
turquoise	TDG
turquoise	PIR-FIGF
turquoise	VEGFD
turquoise	PTTG1
turquoise	TTK
turquoise	CKS1B
turquoise	GMFB
turquoise	SNRPD1
turquoise	CCNB2
turquoise	SKP2
turquoise	EIF4EBP1
turquoise	MCM6
turquoise	SMS
turquoise	EZH2
turquoise	RTCA
turquoise	DEK
turquoise	KPNA2
turquoise	MSH6
turquoise	PCNA
turquoise	PDCD10
turquoise	USP1
turquoise	AOC3
turquoise	CBX3
turquoise	AGFG1
turquoise	DARS1
turquoise	UBE2V2
turquoise	SCTR
turquoise	NDC80
turquoise	MCM2
turquoise	RAD51AP1
turquoise	FBLN5
turquoise	CAPN3
turquoise	BUB1
turquoise	HMMR
turquoise	GOLT1B
turquoise	ATAD2
turquoise	CCNE2
turquoise	RPL39L
turquoise	NCAPG
turquoise	KLHL7
turquoise	MRPS12
turquoise	TARS1
turquoise	FKBP3
turquoise	RPAP3
turquoise	CCT6A
turquoise	TNXA
turquoise	TNXB
turquoise	TMPO
turquoise	FANCI
turquoise	EEF1E1
turquoise	NR3C2
turquoise	GTF3C3
turquoise	KIF20A
turquoise	UBA2
turquoise	HELLS
turquoise	MRPL15
turquoise	NAA50
turquoise	VRK1
turquoise	CCNA2
turquoise	PPIF
turquoise	TOPBP1
turquoise	TPRKB
turquoise	CMAS
turquoise	NUP107
turquoise	DBF4
turquoise	TCF21
turquoise	ACP1
turquoise	LRPPRC
turquoise	LMNB1
turquoise	SSBP1
turquoise	NRAS
turquoise	ACTR6
turquoise	CDC6
turquoise	GPSM2
turquoise	DONSON
turquoise	NUP155
turquoise	H2AX
turquoise	PAWR
turquoise	GAPDH
turquoise	RALA
turquoise	OIP5
turquoise	AKAP13
turquoise	DNM1L
turquoise	KIF2C
turquoise	PUS7
turquoise	NCAPG2
turquoise	MCM5
turquoise	LSM5
turquoise	NDC1
turquoise	PPAT
turquoise	CDC7
turquoise	PSMD14
turquoise	RANBP1
turquoise	NME1
turquoise	KIF2A
turquoise	HDAC2
turquoise	HPRT1
turquoise	METTL5
turquoise	HSPE1
turquoise	ACTL6A
turquoise	PAK2
turquoise	UCHL3
turquoise	MRPS17
turquoise	ELOC
turquoise	SAC3D1
turquoise	SSB
turquoise	TUBG1
turquoise	RFC5
turquoise	RRM1
turquoise	NUP37
turquoise	MCM7
turquoise	MRPL42
