MODULE	GENE
turquoise	NPTN
turquoise	IL6ST
turquoise	NET1
turquoise	ATF4
turquoise	CTDSP2
turquoise	MATR3
turquoise	CAT
turquoise	SHMT2
turquoise	ADD3
turquoise	S100A13
turquoise	SLC6A14
turquoise	EIF3F
turquoise	CUTA
turquoise	MGLL
turquoise	COMT
turquoise	NCOA4
turquoise	HNRNPH1
turquoise	ATP6V0C
turquoise	MDH2
turquoise	ADAR
turquoise	IMPDH2
turquoise	ELOB
turquoise	SERBP1
turquoise	OGT
turquoise	FBL
turquoise	PDLIM1
turquoise	TMED10
turquoise	TPD52
turquoise	TTC3
turquoise	PLD3
turquoise	TOMM20
turquoise	NACA4P
turquoise	SLC39A6
turquoise	MDK
turquoise	POMP
turquoise	RAP1B
turquoise	RTRAF
turquoise	MLEC
turquoise	JPT1
turquoise	TAX1BP1
turquoise	PRKAR1A
turquoise	TCEA1
turquoise	ARL6IP1
turquoise	ERGIC3
turquoise	DDX3X
turquoise	CDK2AP1
turquoise	ANP32E
turquoise	KTN1
turquoise	CTSA
turquoise	EMP2
turquoise	SEC11A
turquoise	UQCR11
turquoise	PLSCR1
turquoise	NDUFS6
turquoise	HNRNPDL
turquoise	IFNGR1
turquoise	FKBP1A
turquoise	MRPL57
turquoise	PSMB2
turquoise	GOLPH3
turquoise	ELOVL5
turquoise	MAT2A
turquoise	DAP
turquoise	ATP5PO
turquoise	UGP2
turquoise	OAZ2
turquoise	COPB1
turquoise	H2AZ2
turquoise	CBX3
turquoise	TUFM
turquoise	ADAM9
turquoise	ATP6V0D1
turquoise	BANF1
turquoise	RFTN1
turquoise	HNRNPK
turquoise	GTF3A
turquoise	H2AC6
turquoise	SNU13
turquoise	ATP6AP2
turquoise	SARAF
turquoise	SEPTIN7
turquoise	CYC1
turquoise	RBM39
turquoise	FAM3C
turquoise	STAT6
turquoise	PTTG1
turquoise	BZW1
turquoise	DHX15
turquoise	EIF2AK1
turquoise	MMADHC
turquoise	LOC102724594
turquoise	U2AF1
turquoise	LRP10
turquoise	CNBP
turquoise	SEPTIN2
turquoise	ATP6V1F
turquoise	PLOD2
turquoise	CCZ1
turquoise	CCZ1B
turquoise	DNAJA1
turquoise	IFNGR2
turquoise	HSD17B11
turquoise	CSNK2B
turquoise	HPCAL1
turquoise	SAP18
turquoise	ATP6AP1
turquoise	NDUFA13
turquoise	LAMP2
turquoise	LIMCH1
turquoise	TMEM123
turquoise	CAST
turquoise	GABARAPL2
turquoise	HIGD1A
turquoise	NCKAP1
turquoise	PSME1
turquoise	PAPOLA
turquoise	CAPRIN1
turquoise	PSMA3
turquoise	ITGAV
turquoise	EIF2S2
turquoise	EFR3A
turquoise	DEK
turquoise	HSPH1
turquoise	IRAK1
turquoise	NEDD9
turquoise	CCT8
turquoise	LASP1
turquoise	UBE2D3
turquoise	IFI44L
turquoise	PPP1R11
turquoise	CREG1
turquoise	SLC39A8
turquoise	EIF6
turquoise	PTPRK
turquoise	TAF10
turquoise	ATP6V1G1
turquoise	GANAB
turquoise	SRSF9
turquoise	NDUFB8
turquoise	NGRN
turquoise	CAPZA1
turquoise	SRSF11
turquoise	HNRNPA2B1
turquoise	TBCB
turquoise	C11orf58
turquoise	IFI44
turquoise	GFPT1
turquoise	RAI14
turquoise	IARS1
turquoise	MARCHF6
turquoise	MZT2A
turquoise	IQGAP1
turquoise	MZT2B
turquoise	PHGDH
turquoise	CSRP1
turquoise	TSPAN31
turquoise	REXO2
turquoise	EFCAB14
turquoise	SEC62
turquoise	SEC31A
turquoise	OLA1
turquoise	TFG
turquoise	POLR2J
turquoise	RAB13
turquoise	PDCD10
turquoise	NHP2
turquoise	CREB3L1
turquoise	XPO1
turquoise	PCNP
turquoise	PIGR
turquoise	GARS1
turquoise	UBE2I
turquoise	QARS1
turquoise	HSBP1
turquoise	SNRPF
turquoise	POLR2I
turquoise	PSMD10
turquoise	PRMT1
turquoise	FNTA
turquoise	BRD2
turquoise	KIF5B
turquoise	CD302
turquoise	LY75-CD302
turquoise	MTRR
turquoise	XRCC5
turquoise	H2AX
turquoise	PSMA2
turquoise	NEDD8
turquoise	PSMC2
turquoise	RAB2A
turquoise	SH3BP5
turquoise	OTUB1
turquoise	RDX
turquoise	TNFRSF1A
turquoise	TCF25
turquoise	ZMPSTE24
turquoise	PUF60
turquoise	R3HDM4
turquoise	TMEM243
turquoise	BCLAF1
turquoise	KPNA2
turquoise	ARGLU1
turquoise	FLRT3
turquoise	ARMCX6
turquoise	DCTN2
turquoise	AGPAT2
turquoise	CMPK1
turquoise	TCEAL9
turquoise	PRRC2C
turquoise	FAXDC2
turquoise	UQCRC1
turquoise	GPAA1
turquoise	UQCRC2
turquoise	SRSF7
turquoise	VAT1
turquoise	HSPA9
turquoise	PPP1CA
turquoise	AURKAIP1
turquoise	PRDX2
turquoise	NDUFB5
turquoise	ATP6V0B
turquoise	BSG
turquoise	CLINT1
turquoise	HNMT
turquoise	MYC
turquoise	SF3B5
turquoise	CS
turquoise	HIGD2A
turquoise	RNH1
turquoise	ARF3
turquoise	EIF4EBP1
turquoise	TMED5
turquoise	CDC50A
turquoise	DYNC1I2
turquoise	PTBP1
turquoise	ARHGDIA
turquoise	OSBPL9
turquoise	CIAO2B
turquoise	NDUFB11
turquoise	LMBRD1
turquoise	ENY2
turquoise	PSMC1
turquoise	MED13
turquoise	AARS1
turquoise	MPZL2
turquoise	IFT57
turquoise	PNRC2
turquoise	RANBP9
turquoise	GALNT3
turquoise	ARHGEF2
turquoise	SERINC3
turquoise	MARS1
turquoise	ARPC5L
turquoise	ARL8B
turquoise	SCP2
turquoise	UBE2E1
turquoise	GSAP
turquoise	CAPZA2
turquoise	PNPLA2
turquoise	GOLPH3L
turquoise	HAX1
turquoise	GUK1
turquoise	TXNL4A
turquoise	ARF6
turquoise	PAICS
turquoise	BOLA2
turquoise	BOLA2B
turquoise	PELI1
turquoise	MYO6
turquoise	BIRC2
turquoise	GGTLC1
turquoise	SERINC1
turquoise	SSBP1
turquoise	RSRP1
turquoise	RBP1
turquoise	ZFAND6
turquoise	SRP72
turquoise	CNIH1
turquoise	CKB
turquoise	FIS1
turquoise	VKORC1
turquoise	HNRNPR
turquoise	OSBPL8
turquoise	YPEL5
turquoise	MEA1
turquoise	AFF1
turquoise	VPS26A
turquoise	PTDSS1
turquoise	RAD21
turquoise	TGOLN2
turquoise	NCOR2
turquoise	TM9SF3
turquoise	VPS28
turquoise	ROCK1
turquoise	TRA2B
turquoise	AKAP13
turquoise	PRR13
turquoise	SDF4
turquoise	ISCU
turquoise	SON
turquoise	GNAI3
turquoise	ABCD3
turquoise	IARS2
turquoise	CSE1L
turquoise	AK2
turquoise	DDX1
turquoise	ARPC3
turquoise	PLPP3
turquoise	USO1
turquoise	PTP4A3
turquoise	NUCB1
turquoise	PURA
turquoise	SUMO1
turquoise	RAD23B
turquoise	PTK2
turquoise	SEC61A1
turquoise	PSMB6
turquoise	YME1L1
turquoise	ETS2
turquoise	BRD4
turquoise	SH3GLB1
turquoise	LYPLA1
turquoise	TDP2
turquoise	NFE2L2
turquoise	RAB5A
turquoise	HSD17B10
turquoise	MCM6
turquoise	COPE
turquoise	APOLD1
turquoise	DDX47
turquoise	AIMP2
turquoise	HNRNPD
turquoise	LRPPRC
turquoise	GOT2
turquoise	NDUFA2
turquoise	PFDN2
turquoise	PPIC
turquoise	RAB27A
turquoise	ATP6V1A
turquoise	KCMF1
turquoise	TMX1
turquoise	ARHGEF12
turquoise	RGPD5
turquoise	RGPD6
turquoise	RGPD8
turquoise	AK1
turquoise	PPP1R14B
turquoise	WDR83OS
turquoise	RBBP7
turquoise	ADAM10
turquoise	RAB6A
turquoise	SELENOF
turquoise	CCDC92
turquoise	ENAH
turquoise	CD151
turquoise	PSMA4
turquoise	YTHDC1
turquoise	MLF2
turquoise	RAB6C
turquoise	RAB6D
turquoise	ACVR1B
turquoise	PICALM
turquoise	EIF5B
turquoise	GNG12
turquoise	YY1
turquoise	CRIP2
turquoise	C5orf15
turquoise	PDCD4
turquoise	PSMA5
turquoise	BAZ1A
turquoise	SMC4
turquoise	CAMK2G
turquoise	GGT1
turquoise	GGT2P
turquoise	GGTLC2
turquoise	LOC102724197
turquoise	POLR2E
turquoise	POM121
turquoise	POM121C
turquoise	CCNG1
turquoise	SNRPB2
turquoise	USP11
turquoise	SRSF6
turquoise	STAG2
turquoise	PAIP1
turquoise	EDF1
turquoise	CDIPT
turquoise	COPB2
turquoise	ANAPC13
turquoise	CFH
turquoise	CFHR1
turquoise	UAP1
turquoise	MRPL49
turquoise	PSMC5
turquoise	IVNS1ABP
turquoise	DLD
turquoise	GNB2
turquoise	KHDRBS1
turquoise	TRIP6
turquoise	NDUFS3
turquoise	SLC2A1
turquoise	FKBP9
turquoise	CAMKK2
turquoise	ACTR10
turquoise	MTX1
turquoise	CARS1
turquoise	PDIA5
turquoise	GALNT1
turquoise	UBE2E3
turquoise	EIF3G
turquoise	COPS2
turquoise	SLC30A1
turquoise	BIRC3
turquoise	QKI
turquoise	CDV3
turquoise	TOMM70
turquoise	FEZ2
turquoise	MSRB2
turquoise	H4C3
turquoise	NDUFV1
turquoise	VPS13C
turquoise	CCNL1
turquoise	RABGGTB
turquoise	CPNE3
turquoise	RHOD
turquoise	RBCK1
turquoise	FDPS
turquoise	ANKMY2
turquoise	F8A1
turquoise	F8A2
turquoise	F8A3
turquoise	LSM5
turquoise	CNN3
turquoise	RPA3
turquoise	U2SURP
turquoise	VPS51
turquoise	EIF3I
turquoise	GOLGA7
turquoise	NDUFA3
turquoise	ZNF146
turquoise	AZIN1
turquoise	NAA50
turquoise	PLXND1
turquoise	HPRT1
turquoise	ABCF1
turquoise	TIMM17A
turquoise	IPO7
turquoise	EIF4G1
turquoise	DESI2
turquoise	WSB2
turquoise	SLC43A3
turquoise	CDC42SE1
turquoise	EIF3A
turquoise	CAB39
turquoise	PBXIP1
turquoise	HLTF
turquoise	PHB1
turquoise	PHIP
turquoise	TMEM106C
turquoise	EIF2S1
turquoise	MRPL24
turquoise	FBXL5
turquoise	PA2G4
turquoise	NDUFS8
turquoise	ABHD17A
turquoise	TJP1
turquoise	GAA
turquoise	HSD17B4
turquoise	DKK4
turquoise	BUB3
turquoise	PCM1
turquoise	SYNE2
turquoise	GOLGA8N
turquoise	LPGAT1
turquoise	NRIP1
turquoise	WWTR1
turquoise	ABHD3
turquoise	METTL5
turquoise	SDF2L1
turquoise	STUB1
turquoise	ACBD3
turquoise	POLR2H
turquoise	WIPI2
turquoise	PIP4K2C
turquoise	SEMA3F
turquoise	CHMP5
turquoise	RCAN1
turquoise	ALG5
turquoise	ACSL3
turquoise	RANBP2
turquoise	DCTPP1
turquoise	APRT
turquoise	CACNG4
turquoise	C19orf53
turquoise	ARHGAP29
turquoise	PLEKHB2
turquoise	GNAQ
turquoise	PRPF40A
turquoise	CYP2A6
turquoise	R3HDM2
turquoise	TMEM165
turquoise	TOR1AIP1
turquoise	PLEKHA5
turquoise	RABGAP1L
turquoise	ATXN7L3B
turquoise	ITPA
turquoise	TAF7
turquoise	OXA1L
turquoise	RCN2
turquoise	MID1IP1
turquoise	YIF1A
turquoise	CUL3
turquoise	CETN2
turquoise	TAF1D
turquoise	COPS6
turquoise	SPTLC1
turquoise	APH1A
turquoise	ANAPC5
turquoise	ECH1
turquoise	TSFM
turquoise	SEPTIN10
turquoise	COPZ1
turquoise	TSN
turquoise	PLOD3
turquoise	LYPLA2
turquoise	USP1
turquoise	DDB1
turquoise	SUN1
turquoise	CYB5R1
turquoise	RBM5
turquoise	DPM1
turquoise	ERO1A
turquoise	POLR2B
turquoise	NME4
turquoise	RBM25
turquoise	SLC11A2
turquoise	NAE1
turquoise	RBBP8
turquoise	WDR26
turquoise	DYRK1A
turquoise	IFT25
turquoise	PUM2
turquoise	RASSF7
turquoise	E2F4
turquoise	CNOT1
turquoise	WWP1
turquoise	POLR2K
turquoise	NUP107
turquoise	ZC3H15
turquoise	FLOT2
turquoise	CBX1
turquoise	DNAJC25-GNG10
turquoise	GNG10
turquoise	AASDHPPT
turquoise	AP2A2
turquoise	C6orf62
turquoise	ZNF330
turquoise	ARPC4
turquoise	SLC38A10
turquoise	MELK
turquoise	HGS
turquoise	NASP
turquoise	USP9X
turquoise	G3BP2
turquoise	SURF1
turquoise	CYRIB
turquoise	CBFB
turquoise	XPOT
turquoise	EIF3M
turquoise	GOLGB1
turquoise	SCAMP3
turquoise	MRPS18B
turquoise	SNRPA
turquoise	MAPK6
turquoise	TCEAL4
turquoise	ANKHD1
turquoise	ANKHD1-EIF4EBP3
turquoise	WAC
turquoise	STK38
turquoise	MCM3
turquoise	AP3D1
turquoise	CXXC1
turquoise	MBNL2
turquoise	IL13RA1
turquoise	NUCB2
turquoise	NEK7
turquoise	TRIP12
turquoise	ADGRG6
turquoise	GRSF1
turquoise	PTPN11
turquoise	PSENEN
turquoise	TXNDC9
turquoise	PRKCSH
turquoise	SPDEF
turquoise	ETF1
turquoise	DENR
turquoise	RSL24D1
turquoise	CCNC
turquoise	SARS1
turquoise	ADRM1
turquoise	NAA60
turquoise	SEC23A
turquoise	BOLA2-SMG1P6
turquoise	SMG1P2
turquoise	SMG1P5
turquoise	USP22
turquoise	NINJ2
turquoise	ZNF217
turquoise	PPP2CA
turquoise	SFPQ
turquoise	HDAC2
turquoise	RAPGEF2
turquoise	PRPF8
turquoise	FAM8A1
turquoise	EXOC1
turquoise	BET1
turquoise	SIDT2
turquoise	CCNG2
turquoise	GRINA
turquoise	SLC4A4
turquoise	FXR1
turquoise	SREK1
turquoise	TMEM106B
turquoise	ZNF410
turquoise	PDS5A
turquoise	SMC1A
turquoise	SEC23B
turquoise	USP48
turquoise	BMI1
turquoise	GATD3
turquoise	LOC102724023
turquoise	BBLN
turquoise	SLC27A3
turquoise	UBA2
turquoise	C2CD5
turquoise	SMARCA1
turquoise	CNIH4
turquoise	NSF
turquoise	ATP13A3
turquoise	ENPP4
turquoise	ADAD2-AS1
turquoise	RETREG3
turquoise	PSMC6
turquoise	TMEM208
turquoise	AIMP1
turquoise	NEBL
turquoise	YES1
turquoise	PYCR1
turquoise	ARFGEF1
turquoise	PDCD6IP
turquoise	SLC25A24
turquoise	DECR1
turquoise	COL21A1
turquoise	UBE4A
turquoise	ILK
turquoise	NDUFA5
turquoise	SP3
turquoise	ZNF91
turquoise	TMEM9B
turquoise	NSFL1C
turquoise	ADSS2
turquoise	PCMTD2
turquoise	KPNA6
turquoise	RHOQ
turquoise	MYO1C
turquoise	HADHA
turquoise	EMC2
turquoise	SRM
turquoise	HNRNPH3
turquoise	UBE2Z
turquoise	GGT3P
turquoise	GGTLC3
turquoise	PHC2
turquoise	RAB1B
turquoise	CUEDC2
turquoise	SAR1A
turquoise	TRIB3
turquoise	EPOR
turquoise	CORO1B
turquoise	CALCOCO2
turquoise	MAN2A1
turquoise	COX7A2P2
turquoise	UBR5
turquoise	BTBD1
turquoise	HEXA
turquoise	PPP2R2A
turquoise	EAPP
turquoise	EID1
turquoise	COMMD8
turquoise	RPF1
turquoise	DNASE2
turquoise	SLC35A1
turquoise	SEC63
turquoise	COPS5
turquoise	SRP19
turquoise	HNRNPL
turquoise	DOCK9
turquoise	ENTPD4
turquoise	MMP24OS
turquoise	CLIC3
turquoise	GSTM2
turquoise	DEGS1
turquoise	STK38L
turquoise	ITPR1
turquoise	PPME1
turquoise	ZFR
turquoise	VPS4B
turquoise	NBR1
turquoise	METAP2
turquoise	NENF
turquoise	ERGIC2
turquoise	LGALS8
turquoise	SPATA20
turquoise	MICU2
turquoise	MCM7
turquoise	RSRC2
turquoise	NUTF2
turquoise	DDX39A
turquoise	ZNF292
turquoise	FNDC3A
turquoise	ITSN2
turquoise	TMEM43
turquoise	ACADM
turquoise	ATRX
turquoise	NEU1
turquoise	PPP4C
turquoise	TARDBP
turquoise	CD2AP
turquoise	TMEM50B
turquoise	PER1
turquoise	DHRS3
turquoise	RNF187
turquoise	GPR21
turquoise	RABGAP1
turquoise	ZBED5
turquoise	VPS72
turquoise	GTPBP4
turquoise	PROS1
turquoise	ARF5
turquoise	COLGALT1
turquoise	FNBP4
turquoise	LSM14A
turquoise	INTS8
turquoise	SRPK1
turquoise	DDX18
turquoise	MAPK1
turquoise	RBM3
turquoise	MBIP
turquoise	EBAG9
turquoise	MLF1
turquoise	RNF11
turquoise	ARL5A
turquoise	KDM5B
turquoise	NUP153
turquoise	SUZ12
turquoise	N4BP1
turquoise	FGFR2
turquoise	PYGL
turquoise	ADNP
turquoise	RUSC1
turquoise	AKR7A2
turquoise	SPG11
turquoise	GOLT1B
turquoise	ATP8A1
turquoise	SACM1L
turquoise	PXMP4
turquoise	UPF3A
turquoise	KRCC1
turquoise	KDM2A
turquoise	MAP2K2
turquoise	CHD4
turquoise	RAD23A
turquoise	NR2F6
turquoise	RAB9A
turquoise	YARS1
turquoise	FGFR1
turquoise	TRAPPC9
turquoise	TFB2M
turquoise	ITPRID2
turquoise	GOLGA5
turquoise	SIL1
turquoise	SNF8
turquoise	TRIM14
turquoise	TSC22D2
turquoise	PTPN12
turquoise	COPS8
turquoise	ARID4B
turquoise	SNRPA1
turquoise	LAMTOR2
turquoise	PPP3CB
turquoise	MAN1A2
turquoise	ETFA
turquoise	CISH
turquoise	GNPTAB
turquoise	DLG1
turquoise	GTF3C2
turquoise	AIP
turquoise	CHD9
turquoise	SHLD2
turquoise	NDUFS4
turquoise	USP33
turquoise	NDUFA9
turquoise	FZD6
turquoise	AVPI1
turquoise	UBL3
turquoise	H2AC25
turquoise	MPZL1
turquoise	PNISR
turquoise	AGPAT1
turquoise	LOC105370447
turquoise	SNX6
turquoise	ARL2
turquoise	BCAS2
turquoise	DGCR6
turquoise	DGCR6L
turquoise	CDK17
turquoise	RELA
turquoise	ZNF532
turquoise	CNN2
turquoise	TRIM44
turquoise	SCFD1
turquoise	FIBP
turquoise	ELOA
turquoise	LARP4
turquoise	TWF1
turquoise	SPSB3
turquoise	CSNK1D
turquoise	FMR1
turquoise	ERLIN1
turquoise	PLIN3
turquoise	TIMM17B
turquoise	POP7
turquoise	ATG3
turquoise	RARS1
turquoise	EXOSC4
turquoise	CIAPIN1
turquoise	ARFGAP3
turquoise	SNAP23
turquoise	LSM7
turquoise	LANCL1
turquoise	TIA1
turquoise	POLR2J2
turquoise	POLR2J3
turquoise	POLR2J4
turquoise	CADPS2
turquoise	CAPRIN2
turquoise	MYO1B
turquoise	CDK16
turquoise	NIPBL
turquoise	BECN1
turquoise	ARHGEF18
turquoise	MRPL12
turquoise	MGAT2
turquoise	GMNN
turquoise	GGNBP2
turquoise	TCF12
turquoise	CAND1
turquoise	SPAG7
turquoise	TM2D3
turquoise	SKIC8
turquoise	TMX4
turquoise	SMAD2
turquoise	PANK3
turquoise	SLX1A
turquoise	SLX1B
turquoise	TLE2
turquoise	CNOT8
turquoise	FAM89B
turquoise	MAPKAPK2
turquoise	EIF2AK3
turquoise	TBL1XR1
turquoise	TRIOBP
turquoise	BLOC1S1
turquoise	UFM1
turquoise	CCNB1IP1
turquoise	KIDINS220
turquoise	HNRNPF
turquoise	SIAH1
turquoise	MAPKAPK3
turquoise	BCL10
turquoise	SF3B4
turquoise	SCAND1
turquoise	TPCN1
turquoise	WDR82
turquoise	FBXO28
turquoise	SMARCE1
turquoise	RAMP1
turquoise	OGA
turquoise	CTDSP1
turquoise	NCOA2
turquoise	RXYLT1
turquoise	RB1CC1
turquoise	PCBD1
turquoise	RNF6
turquoise	TAF2
turquoise	CPSF7
turquoise	PARP4
turquoise	ARL6IP4
turquoise	POGK
turquoise	PTPN2
turquoise	TSNAX
turquoise	MIR22HG
turquoise	VAMP7
turquoise	MTHFD1
turquoise	DPP8
turquoise	UNC50
turquoise	DDX60
turquoise	TRIM37
turquoise	LMAN2
turquoise	SUCO
turquoise	HAUS4
turquoise	CLCN7
turquoise	G3BP1
turquoise	TM2D1
turquoise	DNAAF5
turquoise	LAGE3
turquoise	FNBP1L
turquoise	MRPL23
turquoise	EBP
turquoise	KHSRP
turquoise	SCNM1
turquoise	TNFAIP8L2-SCNM1
turquoise	ARFIP2
turquoise	VPS41
turquoise	FLII
turquoise	PNP
turquoise	DNTTIP2
turquoise	YTHDF2
turquoise	GOLGA6L4
turquoise	GOLGA6L5P
turquoise	GOLGA6L9
turquoise	LOC102724093
turquoise	LOC102724117
turquoise	EIF2AK2
turquoise	IMPA1
turquoise	ARMCX3
turquoise	OR7E37P
turquoise	MSH6
turquoise	GPHRA
turquoise	GPHRB
turquoise	DHX40
turquoise	MRFAP1L1
turquoise	NDUFAF3
turquoise	UBE2H
turquoise	RTCB
turquoise	GGPS1
turquoise	RYBP
turquoise	GNPAT
turquoise	PPP1CB
turquoise	NADK
turquoise	POLDIP2
turquoise	HNRNPH2
turquoise	ARFGEF2
turquoise	RPL26L1
turquoise	SDHD
turquoise	ERBIN
turquoise	HS1BP3
turquoise	MAPK9
turquoise	GSTM1
turquoise	CUL5
turquoise	CETN3
turquoise	FASTK
turquoise	MYL6B
turquoise	HTATSF1
turquoise	IDH3G
turquoise	AGL
turquoise	HSPB8
turquoise	PLEC
turquoise	YTHDF3
turquoise	ICMT
turquoise	TIAL1
turquoise	GMFB
turquoise	TCERG1
turquoise	PIK3R3
turquoise	DCTN6
turquoise	DNPH1
turquoise	SND1
turquoise	TNKS2
turquoise	TRAP1
turquoise	FLNC
